ID	Super_Kingdom	Group	GC_Content	Gram_Stain	Shape	Arrangment	Endospores	Motility	Salinity	Oxygen_Req	Habitat	Temp._range	Pathogenic_in	Disease
60411	Bacteria	Firmicutes												
29077	Bacteria	Firmicutes	28.0	_	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	
60081	Bacteria	Firmicutes												
20015	Bacteria	Firmicutes	28.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
20017	Bacteria	Firmicutes	29.0	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
60409	Bacteria	Firmicutes												
33173	Bacteria	Firmicutes	27.7	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
29861	Bacteria	Firmicutes	27.4	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
28855	Bacteria	Firmicutes	27.4	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
47575	Bacteria	Firmicutes		+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
19519	Bacteria	Firmicutes	28.3	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
20021	Bacteria	Firmicutes	28	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
61511	Bacteria	Firmicutes												
20013	Bacteria	Firmicutes	28.5	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
60413	Bacteria	Firmicutes												
41817	Bacteria	Firmicutes		+	Rod		Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	
20019	Bacteria	Firmicutes	28	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
34783	Bacteria	Firmicutes		+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
20023	Bacteria	Firmicutes	28.8	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
64855	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
34907	Bacteria	Firmicutes	28.7	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
29495	Bacteria	Firmicutes	31-32	+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Multiple	Mesophilic	No	
33115	Bacteria	Firmicutes	29.7	+	Rod		Yes	Yes		Anaerobic	Terrestrial	Mesophilic	No	
30375	Bacteria	Firmicutes		+	Rod		Yes			Anaerobic	Host-associated	Mesophilic	No	
17419	Bacteria	Firmicutes	37.4	+	Rod	Singles	Yes	Yes		Anaerobic	Terrestrial	Mesophilic	No	
32609	Bacteria	Firmicutes	31.0	-	Rod		Yes	No		Anaerobic		Mesophilic	No	
37295	Bacteria	Firmicutes			Rod		No	Yes		Anaerobic		Mesophilic		
45855	Bacteria	Firmicutes		-	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Botulism
46385	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
46387	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
46389	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
64857	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
64859	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
64861	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
64863	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
64865	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
64867	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
64869	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
64871	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
46391	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
64873	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
64719	Bacteria	Firmicutes												
64721	Bacteria	Firmicutes												
42471	Bacteria	Firmicutes		+	Rod		Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
78	Bacteria	Firmicutes	29.1	+	Rod	Singles,Pairs,Chains	Yes	Yes	Non-halophilic	Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
41647	Bacteria	Firmicutes	28.6	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
41649	Bacteria	Firmicutes		+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
41651	Bacteria	Firmicutes		+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
41653	Bacteria	Firmicutes		+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
65135	Bacteria	Firmicutes		+										
28559	Bacteria	Firmicutes	28.5	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
42469	Bacteria	Firmicutes		+	Rod		Yes	Yes		Anaerobic	Host-associated	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
38037	Bacteria	Firmicutes		+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
42465	Bacteria	Firmicutes		+	Rod		Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
28561	Bacteria	Firmicutes	28.3	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
60499	Bacteria	Firmicutes												
42467	Bacteria	Firmicutes		+	Rod		Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
42463	Bacteria	Firmicutes		+	Rod		Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
31439	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
31441	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
60501	Bacteria	Firmicutes												
28557	Bacteria	Firmicutes	28.5	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
16328	Bacteria	Firmicutes	28.5	+	Rod	Singles,Pairs,Chains	Yes	Yes	Non-halophilic	Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
21109	Bacteria	Firmicutes	28.4	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
21103	Bacteria	Firmicutes	28.7	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
20093	Bacteria	Firmicutes	28.5	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
21105	Bacteria	Firmicutes	28.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Specialized	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
21107	Bacteria	Firmicutes	28.3	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
38039	Bacteria	Firmicutes	28.8	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
31207	Bacteria	Firmicutes		+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human	Antibiotic-associated_diarrhea_and_pseudomembraneous_colitis
64875	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
30755	Bacteria	Firmicutes	48.1		Rod		Yes			Anaerobic	Host-associated	Mesophilic		
46393	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic		Mesophilic		
28657	Bacteria	Firmicutes	31.0	+	Rod	Singles,Pairs	Yes	No		Anaerobic	Multiple	Mesophilic	No	
30369	Bacteria	Firmicutes	48.9	+	Rod	Singles,Pairs		No		Anaerobic		Mesophilic	No	
64877	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
39359	Bacteria	Firmicutes		+		Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
39857	Bacteria	Firmicutes		+			Yes	Yes		Anaerobic	Host-associated	Mesophilic		
19065	Bacteria	Firmicutes	32.0	+	Rod		Yes	Yes	Non-halophilic	Anaerobic	Aquatic	Mesophilic	No	None
33271	Bacteria	Firmicutes	32.0	+	Rod		Yes	Yes		Anaerobic	Aquatic	Mesophilic	No	
41511	Bacteria	Firmicutes	36	-	Rod		Yes	Yes		Anaerobic		Mesophilic		
18923	Bacteria	Firmicutes	50.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
13492	Bacteria	Firmicutes	23	+	Rod		Yes	Yes	Non-halophilic	Aerobic	Terrestrial	Mesophilic	No	None
30029	Bacteria	Firmicutes	51.8	+	Ring		Yes			Anaerobic	Host-associated	Mesophilic	No	
28659	Bacteria	Firmicutes	40.1	+	Rod		Yes			Anaerobic	Multiple	Mesophilic	No	
16820	Bacteria	Firmicutes	28.9	+	Rod	Pairs,Chains	Yes	Yes		Anaerobic	Terrestrial			
46395	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
38317	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
33587	Bacteria	Firmicutes	37.0	-	Rod		Yes		Non-halophilic		Aquatic	Mesophilic		
80	Bacteria	Firmicutes	27	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	No	None
47119	Bacteria	Firmicutes		+	Rod							Mesophilic		
47117	Bacteria	Firmicutes		+	Rod							Mesophilic		
304	Bacteria	Firmicutes	28.4	+	Rod	Singles,Pairs,Chains	Yes	No	Non-halophilic	Anaerobic	Multiple	Mesophilic	Human,Animal	Gas_gangrene
20027	Bacteria	Firmicutes	28.4	+	Rod	Singles,Pairs,Chains	Yes	No		Anaerobic	Multiple	Mesophilic	Human,Animal	Gas_gangrene,gastroenteritis
20025	Bacteria	Firmicutes	28.6	+	Rod	Singles,Pairs,Chains	Yes	No		Anaerobic	Multiple	Mesophilic	Human,Animal	Gas_gangrene,gastroenteritis
20031	Bacteria	Firmicutes	28.6	+	Rod	Singles,Pairs,Chains	Yes	No		Anaerobic	Multiple	Mesophilic	Human,Animal	Gastroenteritis,gas_gangrene
28587	Bacteria	Firmicutes	28.3	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Mesophilic	Human,Animal	Gastroenteritis,gas_gangrene
20029	Bacteria	Firmicutes	28.1	+	Rod	Singles,Pairs,Chains	Yes	No		Anaerobic	Multiple	Mesophilic	Human,Animal	Gastroenteritis,gas_gangrene
51969	Bacteria	Firmicutes												
20033	Bacteria	Firmicutes	28.7	+	Rod	Singles,Pairs,Chains	Yes	No		Anaerobic	Multiple	Mesophilic	Human,Animal	Gastroenteritis,gas_gangrene
12521	Bacteria	Firmicutes	28.2	+	Rod	Singles,Pairs,Chains	Yes	No	Non-halophilic	Anaerobic	Multiple	Mesophilic	Human,Animal	Gas_gangrene
46397	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
79	Bacteria	Firmicutes	28.5	+	Rod	Singles,Pairs,Chains	Yes	No	Non-halophilic	Anaerobic	Multiple	Mesophilic	Human,Animal	Gas_gangrene
16184	Bacteria	Firmicutes	35.3	+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Terrestrial	Mesophilic	No	
63245	Bacteria	Firmicutes												
19663	Bacteria	Firmicutes	31.4	+	Rod		Yes			Anaerobic	Host-associated	Mesophilic	Human	Opportunistic_infections
42097	Bacteria	Firmicutes	28	-	Rod		Yes	No		Anaerobic	Multiple	Mesophilic	No	
60605	Bacteria	Firmicutes												
18175	Bacteria	Firmicutes	46.4	+	Rod	Singles,Pairs,Chains	Yes	Yes	Non-halophilic	Anaerobic	Multiple	Mesophilic		
39361	Bacteria	Firmicutes		+		Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
32457	Bacteria	Firmicutes	27.8	+	Rod	Singles,Pairs	Yes	Yes		Anaerobic		Mesophilic		
40017	Bacteria	Firmicutes		+		Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
18209	Bacteria	Firmicutes		+	Rod					Anaerobic	Host-associated	Mesophilic		
38735	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
32459	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
42093	Bacteria	Firmicutes												
54027	Bacteria	Firmicutes												
18211	Bacteria	Firmicutes	41.4	+	Rod		Yes			Anaerobic	Host-associated	Mesophilic		
18205	Bacteria	Firmicutes	50.1	+	Rod					Anaerobic	Host-associated	Mesophilic		
18201	Bacteria	Firmicutes	37.2	+	Rod					Anaerobic	Host-associated	Mesophilic		
18925	Bacteria	Firmicutes	28.6	+	Helically_coiled		Yes	No		Anaerobic	Host-associated	Mesophilic	Rabbit	Antibiotic-associated_diarrhea
20549	Bacteria	Firmicutes	28.0	+	Rod		Yes			Anaerobic	Host-associated	Mesophilic	No	
28575	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Terrestrial	Mesophilic		
18183	Bacteria	Firmicutes		+	Rod		Yes	Yes		Anaerobic	Host-associated	Mesophilic		
46399	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
46401	Bacteria	Firmicutes		+	Rod	Singles,Pairs	Yes	Yes		Anaerobic	Host-associated	Mesophilic		
81	Bacteria	Firmicutes	28.6	+	Rod	Singles,Pairs,Chains	No	Yes	Non-halophilic	Anaerobic	Multiple	Mesophilic	Human	Tetanus
314	Bacteria	Firmicutes	39.0	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Thermophilic	No	
41553	Bacteria	Firmicutes		-	Rod		Yes	No		Anaerobic	Specialized	Thermophilic	No	
32579	Bacteria	Firmicutes	39.1	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Thermophilic	No	
28257	Bacteria	Firmicutes	39.0	+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic	Multiple	Thermophilic	No	
50507	Bacteria	Firmicutes		+	Rod	Singles,Pairs,Chains	Yes	Yes		Anaerobic		Thermophilic		
16085	Bacteria	Betaproteobacteria	60.6	-	Rod		No	Yes		Aerobic	Terrestrial	Mesophilic		
18167	Bacteria	Actinobacteria	60.5	+	Rod		No	No		Anaerobic	Host-associated	Mesophilic		
29307	Bacteria	Actinobacteria	62.5	+	Rod	Pairs,Chains	No			Anaerobic	Host-associated	Mesophilic	No	
46365	Bacteria	Actinobacteria		+	Rod	Pairs,Chains	No	No		Anaerobic	Host-associated	Mesophilic		
46367	Bacteria	Actinobacteria		+	Rod	Pairs,Chains	No	No		Anaerobic	Host-associated	Mesophilic		
19665	Bacteria	Actinobacteria	63.2	+	Rod		No	No		Anaerobic	Host-associated	Mesophilic	No	None
46403	Bacteria	Actinobacteria		+	Rod	Pairs,Chains	No	No		Anaerobic	Host-associated	Mesophilic		
275	Bacteria	Gammaproteobacteria	38.0	-	Rod	Singles		Yes		Facultative	Specialized	Psychrophilic	No	
29235	Bacteria	Gammaproteobacteria			Rod		No	Yes		Facultative	Specialized	Psychrophilic	No	
61809	Bacteria	Betaproteobacteria												
29203	Bacteria	Betaproteobacteria	61.5	-	Rod		No	Yes		Aerobic	Multiple	Mesophilic	No	
17465	Bacteria	Betaproteobacteria	61.8	-	Rod		No	Yes		Aerobic	Multiple	Mesophilic	No	
47053	Bacteria	Betaproteobacteria		-	Rod	Singles,Pairs								
20745	Bacteria	Actinobacteria	72.7	+	Rod	Singles,Pairs	No	Yes		Aerobic	Terrestrial	Mesophilic	No	
13585	Bacteria	Gammaproteobacteria	57.7								Aquatic		No	None
46361	Bacteria	Firmicutes		+			Yes			Anaerobic		Mesophilic		
40019	Bacteria	Firmicutes		+			Yes			Anaerobic	Host-associated	Mesophilic		
39363	Bacteria	Firmicutes		+			Yes			Anaerobic	Host-associated	Mesophilic		
39365	Bacteria	Firmicutes		+			Yes			Anaerobic	Host-associated	Mesophilic		
32461	Bacteria	Firmicutes		+			Yes			Anaerobic	Host-associated	Mesophilic		
32495	Bacteria	Other_Bacteria	31.4	-								Mesophilic		
45861	Bacteria	Firmicutes		+	Rod	Pairs_that_form_long_chains	No	No		Anaerobic		Mesophilic	No	
20525	Bacteria	Firmicutes	42.5	+	Coccus	Pairs,Chains	No	No		Anaerobic	Host-associated	Mesophilic		
45907	Bacteria	Firmicutes		+	Coccus			No		Anaerobic	Host-associated	Mesophilic	No	
18187	Bacteria	Firmicutes	43.1	+	Coccus	Pairs,Chains	No	No		Anaerobic	Host-associated	Mesophilic		
45915	Bacteria	Firmicutes		+	Coccus		No	No		Anaerobic	Host-associated	Mesophilic		
30729	Bacteria	Firmicutes	44.8	-	Rod	Singles,Pairs	No	No		Anaerobic	Specialized	Thermophilic	No	
33365	Bacteria	Other_Bacteria	53.6	-	Sphere		No	No		Aerobic	Aquatic	Mesophilic		
42699	Bacteria	Actinobacteria	60	+	Rod	Chains	No	No		Anaerobic	Host-associated	Mesophilic	No	
31443	Bacteria	Actinobacteria	59.7	+	Rod	Singles	No	No		Anaerobic	Host-associated	Mesophilic		
50523	Bacteria	Actinobacteria												
38319	Bacteria	Actinobacteria		+	Rod	Singles	No	No		Anaerobic	Host-associated	Mesophilic		
31007	Bacteria	Actinobacteria	58.6	+		Singles	No	No		Aerobic	Host-associated	Mesophilic	Human	Endocarditis,Sepsis
37279	Bacteria	Actinobacteria	60.6	+	Rod		No	No		Facultative	Host-associated	Mesophilic	Human	Opportunistic_infections
31451	Bacteria	Actinobacteria	60.7	+	Rod		N	N		Facultative	Host-associated	Mesophilic		
60239	Bacteria	Actinobacteria												
52111	Bacteria	Actinobacteria		+							Host-associated	Mesophilic		
38709	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42407	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42399	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42423	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42401	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42405	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42409	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42411	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42415	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42417	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42419	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
87	Bacteria	Actinobacteria	53.5	+	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42403	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
42421	Bacteria	Actinobacteria		-	Rod	Singles,Pairs	No	No		Aerobic	Multiple	Mesophilic	Human	Diphtheria
34585	Bacteria	Actinobacteria	63.2	+	Rod	Singles	No	No		Facultative	Host-associated	Mesophilic		
305	Bacteria	Actinobacteria	63.0	+	Rod	Singles,V-shaped_pairs	No	No		Facultative	Multiple	Mesophilic	No	None
34587	Bacteria	Actinobacteria	62.8	+	Rod	Singles	No	No		Facultative	Host-associated	Mesophilic		
31549	Bacteria	Actinobacteria	59.0	+	Rod	Singles	No	No		Facultative	Host-associated	Mesophilic		
30957	Bacteria	Actinobacteria	59.2	+	Rod	Singles	No	No		Facultative	Host-associated	Mesophilic		
13760	Bacteria	Actinobacteria	53.8	+	Rod	Singles,V-shaped_pairs	No	No		Facultative	Multiple	Mesophilic	No	None
307	Bacteria	Actinobacteria	53.8	+	Rod	Singles,V-shaped_pairs	No	No		Facultative	Multiple	Mesophilic	No	None
19193	Bacteria	Actinobacteria	54.1	+	Rod	Singles,V-shaped_pairs	No	No		Facultative	Multiple	Mesophilic		
31445	Bacteria	Actinobacteria	61.6	+	Rod	Singles	No	No		Facultative	Host-associated	Mesophilic		
13967	Bacteria	Actinobacteria	61.4	+	Rod	Singles	No	No	Non-halophilic	Facultative	Multiple	Mesophilic	Human	Nocosomial_infections
38011	Bacteria	Actinobacteria	57.5	+	Rod		No	-		Facultative	Host-associated	Mesophilic	No	
31447	Bacteria	Actinobacteria	64.8	+	Rod	Singles	No	No			Host-associated	Mesophilic		
31011	Bacteria	Actinobacteria	57.1	+	Rod	Singles	No	No		Aerobic	Host-associated	Mesophilic	Human	Oral_infection
30771	Bacteria	Actinobacteria	57.0	+	Rod	Singles	No	No		Aerobic	Host-associated	Mesophilic		
30955	Bacteria	Actinobacteria	59.6	+	Rod	Singles	No	No			Host-associated	Mesophilic	Human	
40687	Bacteria	Actinobacteria		+	Rod		No	No		Facultative		Mesophilic	Sheep,goats	caseous_lymphadenitis_(CLA)
40875	Bacteria	Actinobacteria		+	Rod		No			Facultative		Mesophilic	Animal	Lymphadenitis
61117	Bacteria	Actinobacteria												
48979	Bacteria	Actinobacteria												
52845	Bacteria	Actinobacteria												
61115	Bacteria	Actinobacteria												
39683	Bacteria	Actinobacteria	57.1	+	Rod	Singles,Pairs,Clusters	No	No						
31449	Bacteria	Actinobacteria	59.4	+	Rod	Singles	No	No		Anaerobic	Host-associated	Mesophilic		
31009	Bacteria	Actinobacteria	60.0	+	Rod	Singles	No	Non-motile		Anaerobic	Host-associated	Mesophilic		
63647	Bacteria	Actinobacteria												
61801	Bacteria	Actinobacteria												
61803	Bacteria	Actinobacteria												
29211	Bacteria	Actinobacteria	64.2	+	Rod		No	No		Aerobic	Host-associated	Mesophilic	Human	Urinary_tract_infection
50001	Bacteria	Actinobacteria		+	Rod	Singles,Pairs,Clusters		No		Aerobic		Mesophilic		
17747	Bacteria	Gammaproteobacteria	42.5	-	Coccobacillus	Singles				Facultative	Multiple	Mesophilic	Animal	Q-fever
19137	Bacteria	Gammaproteobacteria	42.6	-	Coccobacillus	Singles				Facultative	Multiple	Mesophilic	Animal,Human	Q_fever
19139	Bacteria	Gammaproteobacteria	42.6	-	Coccobacillus	Singles				Facultative	Multiple	Mesophilic	Animal,Human	Q_fever
16721	Bacteria	Gammaproteobacteria	42.4	-	Coccobacillus	Singles				Facultative	Host-associated	Mesophilic	Animal,Human	Q-fever
16791	Bacteria	Gammaproteobacteria	42.7	-	Coccobacillus	Singles				Facultative	Multiple	Mesophilic	Animal,Human	Q_fever
18975	Bacteria	Gammaproteobacteria	42.8	-	Coccobacillus	Singles			Non-halophilic	Facultative	Host-associated	Mesophilic	Animal,Human	Q_fever
41	Bacteria	Gammaproteobacteria	42.6	-	Coccobacillus	Singles				Facultative	Multiple	Mesophilic	Animal,Human	Q_fever
13570	Bacteria	Bacteroidetes/Chlorobi	33.9	-	Rod			No		Aerobic	Aquatic		No	None
15661	Bacteria	Cyanobacteria				Singles					Aquatic	Mesophilic	No	
61839	Bacteria	Cyanobacteria												
10651	Bacteria	Cyanobacteria	37.1			Singles					Aquatic			
12720	Bacteria	Gammaproteobacteria	56.7	-	Rod	Singles,Pairs	No	Yes	Non-halophilic	Anaerobic	Host-associated	Mesophilic	Human	Meningitis,septicemia,necrotizing_enterocolitis
60533	Bacteria	Gammaproteobacteria												
62201	Bacteria	Gammaproteobacteria												
39965	Bacteria	Gammaproteobacteria	57.3	-	Rod					Facultative				
20739	Bacteria	Actinobacteria	50.9	+	Rod	Singles,Clusters	No	No		Anaerobic			Human	Caries_and_periodontal_disease
250	Bacteria	Betaproteobacteria	63.5	-	Rod	Singles				Facultative	Specialized	Mesophilic	No	
15733	Bacteria	Betaproteobacteria	67.0	-	Rod		No	Yes		Facultative	Host-associated	Mesophilic	No	
39697	Bacteria	Cyanobacteria			Rod_to_Oval	Singles,Clusters								
19301	Bacteria	Cyanobacteria	68.7								Aquatic		No	None
20319	Bacteria	Cyanobacteria	37.9		Coccus	Singles				Facultative	Aquatic	Mesophilic	No	
59973	Bacteria	Cyanobacteria												
18951	Bacteria	Cyanobacteria	36.7		Coccus	Singles				Facultative	Aquatic	Mesophilic	No	
20479	Bacteria	Cyanobacteria	38.5		Coccus	Singles		No		Facultative	Aquatic	Mesophilic	No	
28337	Bacteria	Cyanobacteria	50.6		Coccus			No		Facultative	Aquatic	Mesophilic	No	
28535	Bacteria	Cyanobacteria	40.1		Coccus			No		Anaerobic	Aquatic	Mesophilic	No	
20503	Bacteria	Cyanobacteria	39.8		Coccus	Singles				Facultative	Aquatic	Mesophilic	No	
28339	Bacteria	Cyanobacteria	39.8		Coccus			No		Facultative	Aquatic	Mesophilic	No	
51773	Bacteria	Bacteroidetes/Chlorobi												
38693	Bacteria	Gammaproteobacteria		-	Rod			Yes		Aerobic				
40109	Bacteria	Cyanobacteria	40.2								Aquatic			
50819	Bacteria	Bacteroidetes/Chlorobi										Mesophilic		
54	Bacteria	Bacteroidetes/Chlorobi	38.8	-	Rod	Singles		Yes		Aerobic	Multiple	Mesophilic	No	
9635	Bacteria	Betaproteobacteria	59.2	-	Rod	Singles,Chains	No	Yes		Facultative	Multiple		No	
37693	Bacteria	Betaproteobacteria		-	Rod		No	Yes		Facultative		Mesophilic		
37285	Bacteria	Other_Bacteria	30.3	-	Rod			No		Anaerobic	Specialized	Thermophilic		
19303	Bacteria	Chloroflexi									Aquatic	Mesophilic		
